"<items>",,,,,,,,,,,,,,,,,
,"<item mot=","""","papa",""""," niveau=","""",1,""""," function=","""","nom masculin",""""," ordre=","""",1,"""","/>"
,"<item mot=","""","maison",""""," niveau=","""",1,""""," function=","""","nom féminin",""""," ordre=","""",2,"""","/>"
,"<item mot=","""","rue",""""," niveau=","""",1,""""," function=","""","nom féminin",""""," ordre=","""",3,"""","/>"
,"<item mot=","""","porte",""""," niveau=","""",1,""""," function=","""","nom féminin",""""," ordre=","""",4,"""","/>"
,"<item mot=","""","terre",""""," niveau=","""",2,""""," function=","""","nom féminin",""""," ordre=","""",5,"""","/>"
,"<item mot=","""","avec",""""," niveau=","""",2,""""," function=","""","préposition",""""," ordre=","""",6,"""","/>"
,"<item mot=","""","deux",""""," niveau=","""",2,""""," function=","""","adjectif numéra",""""," ordre=","""",7,"""","/>"
,"<item mot=","""","table",""""," niveau=","""",3,""""," function=","""","nom féminin",""""," ordre=","""",8,"""","/>"
,"<item mot=","""","maman",""""," niveau=","""",3,""""," function=","""","nom féminin",""""," ordre=","""",9,"""","/>"
,"<item mot=","""","été",""""," niveau=","""",3,""""," function=","""","nom masculin",""""," ordre=","""",10,"""","/>"
,"<item mot=","""","pour",""""," niveau=","""",3,""""," function=","""","préposition",""""," ordre=","""",11,"""","/>"
,"<item mot=","""","pipe",""""," niveau=","""",3,""""," function=","""","nom féminin",""""," ordre=","""",12,"""","/>"
,"<item mot=","""","jardin",""""," niveau=","""",4,""""," function=","""","nom masculin",""""," ordre=","""",13,"""","/>"
,"<item mot=","""","mal",""""," niveau=","""",4,""""," function=","""","adverbe",""""," ordre=","""",14,"""","/>"
,"<item mot=","""","école",""""," niveau=","""",4,""""," function=","""","nom féminin",""""," ordre=","""",15,"""","/>"
,"<item mot=","""","vache",""""," niveau=","""",5,""""," function=","""","nom féminin",""""," ordre=","""",16,"""","/>"
,"<item mot=","""","cheminée",""""," niveau=","""",5,""""," function=","""","nom féminin",""""," ordre=","""",17,"""","/>"
,"<item mot=","""","carte",""""," niveau=","""",5,""""," function=","""","nom féminin",""""," ordre=","""",18,"""","/>"
